"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","TAVG"
"USC00286146","NEW MILFORD, NJ US","1980-11-05",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-06",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-07",,,,,"0.02",,
"USC00286146","NEW MILFORD, NJ US","1980-11-08",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-09",,,,,"0.32",,
"USC00286146","NEW MILFORD, NJ US","1980-11-10",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-11",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-12",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-13",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-14",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-15",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-16",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-17",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-18",,,,,"0.87",,
"USC00286146","NEW MILFORD, NJ US","1980-11-19",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-20",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-21",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-22",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-23",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-24",,,,,"1.13",,
"USC00286146","NEW MILFORD, NJ US","1980-11-25",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-26",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-27",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-28",,,,,"1.22",,
"USC00286146","NEW MILFORD, NJ US","1980-11-29",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-11-30",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-01",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-02",,,,,"0.12",,
"USC00286146","NEW MILFORD, NJ US","1980-12-03",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-04",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-05",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-06",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-07",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-08",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-09",,,,,"0.19",,
"USC00286146","NEW MILFORD, NJ US","1980-12-10",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-11",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-12",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-13",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-14",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-15",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-16",,,,,"0.14",,
"USC00286146","NEW MILFORD, NJ US","1980-12-17",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-18",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-19",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-20",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-21",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-22",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-23",,,,,"0.04",,
"USC00286146","NEW MILFORD, NJ US","1980-12-24",,,,,"0.09",,
"USC00286146","NEW MILFORD, NJ US","1980-12-25",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-26",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-27",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-28",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-29",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-30",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1980-12-31",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-01",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-02",,,,,"0.01",,
"USC00286146","NEW MILFORD, NJ US","1981-01-03",,,,,"0.01",,
"USC00286146","NEW MILFORD, NJ US","1981-01-04",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-05",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-06",,,,,"0.01",,
"USC00286146","NEW MILFORD, NJ US","1981-01-07",,,,,"0.35",,
"USC00286146","NEW MILFORD, NJ US","1981-01-08",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-09",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-10",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-11",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-12",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-13",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-14",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-15",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-16",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-17",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-18",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-19",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-20",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-21",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-22",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-23",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-24",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-25",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-26",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-27",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-28",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-29",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-30",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-01-31",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-02-01",,,,,"0.06","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-02",,,,,"0.86","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-08",,,,,"0.21","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-11",,,,,"1.31","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-12",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-13",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-14",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-15",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-16",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-18",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-19",,,,,"0.63","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-20",,,,,"1.93","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-21",,,,,"0.16","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-22",,,,,"0.04","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-23",,,,,"0.78","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-24",,,,,"0.21","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-26",,,,,"0.09","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-02-28",,,,,"0.11","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-03-01",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-02",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-03",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-04",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-05",,,,,"0.48",,
"USC00286146","NEW MILFORD, NJ US","1981-03-06",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-07",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-08",,,,,"0.04",,
"USC00286146","NEW MILFORD, NJ US","1981-03-09",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-10",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-11",,,,,"0.03",,
"USC00286146","NEW MILFORD, NJ US","1981-03-12",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-13",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-14",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-15",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-16",,,,,"0.01",,
"USC00286146","NEW MILFORD, NJ US","1981-03-17",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-18",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-19",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-20",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-21",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-22",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-23",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-24",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-25",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-26",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-27",,,,,"0.01",,
"USC00286146","NEW MILFORD, NJ US","1981-03-28",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-29",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-03-30",,,,,"0.43",,
"USC00286146","NEW MILFORD, NJ US","1981-03-31",,,,,"0.00",,
"USC00286146","NEW MILFORD, NJ US","1981-04-01",,,,,"0.52","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-02",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-05",,,,,"0.56","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-06",,,,,"0.04","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-08",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-09",,,,,"0.06","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-11",,,,,"0.01","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-12",,,,,"0.08","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-13",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-14",,,,,"0.82","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-15",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-16",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-18",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-19",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-20",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-21",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-22",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-23",,,,,"0.39","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-24",,,,,"0.24","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-26",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-28",,,,,"0.25","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-29",,,,,"0.18","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-04-30",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-01",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-02",,,,,"0.32","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-08",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-11",,,,,"2.29","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-12",,,,,"0.92","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-13",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-14",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-15",,,,,"0.76","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-16",,,,,"0.14","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-18",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-19",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-20",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-21",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-22",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-23",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-24",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-26",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-28",,,,,"0.22","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-29",,,,,"0.29","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-30",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-05-31",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-01",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-02",,,,,"0.44","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-03",,,,,"0.05","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-04",,,,,"0.05","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-08",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-09",,,,,"0.03","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-10",,,,,"0.03","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-11",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-12",,,,,"0.03","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-13",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-14",,,,,"0.28","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-15",,,,,"0.06","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-16",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-18",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-19",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-20",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-21",,,,,"0.20","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-22",,,,,"0.05","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-23",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-24",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-25",,,,,"0.73","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-26",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-28",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-29",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-06-30",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-01",,,,,"0.24","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-02",,,,,"0.06","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-03",,,,,"0.43","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-04",,,,,"0.92","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-05",,,,,"0.21","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-08",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-11",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-12",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-13",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-14",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-15",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-16",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-18",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-19",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-20",,,,,"1.43","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-21",,,,,"0.20","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-22",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-23",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-24",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-26",,,,,"0.01","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-27",,,,,"0.63","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-28",,,,,"0.01","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-29",,,,,"0.03","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-30",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-07-31",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-01",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-02",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-07",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-08",,,,,"0.15","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-11",,,,,"0.38","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-12",,,,,"0.03","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-13",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-14",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-15",,,,,"0.04","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-16",,,,,"0.32","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-18",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-19",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-20",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-21",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-22",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-23",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-24",,,,,"0.17","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-26",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-28",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-29",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-30",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-08-31",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-01",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-02",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-06",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-07",,,,,"0.13","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-08",,,,,"2.24","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-10",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-11",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-12",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-13",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-14",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-15",,,,,"0.37","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-16",,,,,"0.89","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-17",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-18",,,,,"0.11","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-19",,,,,"0.01","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-20",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-21",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-22",,,,,"0.23","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-23",,,,,"0.02","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-24",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-25",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-26",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-27",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-28",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-29",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-09-30",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-01",,,,,"0.52","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-02",,,,,"0.52","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-03",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-04",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-05",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-06",,,,,"0.13","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-07",,,,,"0.01","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-08",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-09",,,,,"0.00","0.0",
"USC00286146","NEW MILFORD, NJ US","1981-10-10",,,,,"0.00","0.0",
